sample;group;rep;temperature;imbibition;treatment;p_AT1G01900.1;p_AT1G03890.1;p_AT1G04410.1;p_AT1G04480.1;p_AT1G05510.1;p_AT1G06000.1;p_AT1G06430.1;p_AT1G07380.1;p_AT1G07920.1;p_AT1G09010.1;p_AT1G09620.1;p_AT1G09640.1;p_AT1G10630.1;p_AT1G11840.1;p_AT1G11910.1;p_AT1G14930.1;p_AT1G14950.1;p_AT1G15930.1;p_AT1G16030.1;p_AT1G16350.1;p_AT1G16850.1;p_AT1G17100.1;p_AT1G18080.1;p_AT1G18500.1;p_AT1G19570.1;p_AT1G19900.1;p_AT1G20620.1;p_AT1G21670.1;p_AT1G21750.1;p_AT1G22300.1;p_AT1G24360.1;p_AT1G29680.1;p_AT1G30230.1;p_AT1G33120.1;p_AT1G43170.1;p_AT1G47420.1;p_AT1G48130.1;p_AT1G48470.1;p_AT1G49760.1;p_AT1G51980.1;p_AT1G52690.1;p_AT1G53850.1;p_AT1G54100.1;p_AT1G54870.1;p_AT1G55490.1;p_AT1G56070.1;p_AT1G56340.1;p_AT1G57720.1;p_AT1G62080.1;p_AT1G62290.1;p_AT1G62710.1;p_AT1G63770.3;p_AT1G64110.1;p_AT1G65880.1;p_AT1G65980.1;p_AT1G66430.1;p_AT1G67090.1;p_AT1G70310.1;p_AT1G70810.1;p_AT1G70840.1;p_AT1G71695.1;p_AT1G72100.1;p_AT1G72370.1;p_AT1G73190.1;p_AT1G74030.1;p_AT1G74310.1;p_AT1G74960.1;p_AT1G77120.1;p_AT1G77510.1;p_AT1G78370.1;p_AT1G78380.1;p_AT1G78900.1;p_AT1G79550.1;p_AT1G79690.1;p_AT2G01140.1;p_AT2G01250.1;p_AT2G05710.1;p_AT2G05920.1;p_AT2G05990.1;p_AT2G07698.1;p_AT2G16600.1;p_AT2G17360.1;p_AT2G19900.1;p_AT2G21170.1;p_AT2G21660.1;p_AT2G21820.1;p_AT2G22780.1;p_AT2G24270.1;p_AT2G25890.1;p_AT2G27020.1;p_AT2G27730.1;p_AT2G28490.1;p_AT2G30970.1;p_AT2G32120.1;p_AT2G33070.1;p_AT2G33150.1;p_AT2G33590.1;p_AT2G34700.1;p_AT2G36460.1;p_AT2G36640.1;p_AT2G37220.1;p_AT2G38380.1;p_AT2G38530.1;p_AT2G40170.1;p_AT2G42560.1;p_AT2G42740.1;p_AT2G42790.1;p_AT2G44060.1;p_AT2G44120.1;p_AT2G44350.1;p_AT2G47470.1;p_AT2G47770.1;p_AT3G02480.1;p_AT3G04840.1;p_AT3G05260.1;p_AT3G06860.1;p_AT3G09200.1;p_AT3G11050.1;p_AT3G11930.1;p_AT3G12145.1;p_AT3G12203.1;p_AT3G12490.1;p_AT3G12580.1;p_AT3G12780.1;p_AT3G12800.1;p_AT3G12960.1;p_AT3G14310.1;p_AT3G15260.1;p_AT3G15280.1;p_AT3G15670.1;p_AT3G16640.1;p_AT3G17520.1;p_AT3G17810.1;p_AT3G19920.1;p_AT3G20390.1;p_AT3G21370.1;p_AT3G21380.1;p_AT3G21720.1;p_AT3G22490.1;p_AT3G22500.1;p_AT3G22640.1;p_AT3G23400.1;p_AT3G23490.1;p_AT3G27660.1;p_AT3G48990.1;p_AT3G49910.1;p_AT3G51800.1;p_AT3G51810.1;p_AT3G52930.1;p_AT3G52960.1;p_AT3G53040.1;p_AT3G54400.1;p_AT3G55440.1;p_AT3G56150.1;p_AT3G56350.1;p_AT3G58450.1;p_AT3G58610.1;p_AT3G60730.1;p_AT3G62730.1;p_AT4G01610.1;p_AT4G02520.1;p_AT4G04460.1;p_AT4G09010.1;p_AT4G09320.1;p_AT4G11420.1;p_AT4G11600.1;p_AT4G12290.1;p_AT4G13850.1;p_AT4G13940.1;p_AT4G16500.1;p_AT4G20360.1;p_AT4G20850.1;p_AT4G21020.1;p_AT4G22670.1;p_AT4G23100.1;p_AT4G24190.1;p_AT4G25140.1;p_AT4G25580.1;p_AT4G26740.1;p_AT4G27000.1;p_AT4G27160.1;p_AT4G27170.1;p_AT4G27500.1;p_AT4G27520.1;p_AT4G30880.1;p_AT4G31180.1;p_AT4G32770.1;p_AT4G34670.1;p_AT4G36360.1;p_AT4G36600.1;p_AT4G36700.1;p_AT4G37870.1;p_AT4G39260.1;p_AT5G01670.1;p_AT5G02240.1;p_AT5G02500.1;p_AT5G03860.1;p_AT5G06060.1;p_AT5G06760.1;p_AT5G08670.1;p_AT5G09590.1;p_AT5G09640.1;p_AT5G11170.1;p_AT5G11520.1;p_AT5G12030.1;p_AT5G13420.1;p_AT5G14780.1;p_AT5G15090.1;p_AT5G15200.1;p_AT5G16840.1;p_AT5G17310.2;p_AT5G17920.1;p_AT5G18170.1;p_AT5G19510.1;p_AT5G19550.1;p_AT5G20010.1;p_AT5G20290.1;p_AT5G20720.1;p_AT5G20950.1;p_AT5G22470.1;p_AT5G22880.1;p_AT5G26000.1;p_AT5G27850.1;p_AT5G28840.1;p_AT5G39720.1;p_AT5G40420.1;p_AT5G41670.1;p_AT5G42740.1;p_AT5G42980.1;p_AT5G43940.1;p_AT5G44310.1;p_AT5G44320.1;p_AT5G45690.1;p_AT5G46290.1;p_AT5G47210.1;p_AT5G48180.1;p_AT5G50600.1;p_AT5G50920.1;p_AT5G51970.1;p_AT5G52300.1;p_AT5G52640.1;p_AT5G52840.1;p_AT5G55240.1;p_AT5G55480.1;p_AT5G55730.1;p_AT5G56010.1;p_AT5G57550.1;p_AT5G57655.2;p_AT5G58070.1;p_AT5G60460.1;p_AT5G60790.1;p_AT5G61410.1;p_AT5G61790.1;p_AT5G64260.1;p_AT5G66140.1;p_AT5G66780.1;p_AT5G67360.1;p_AT5G67500.1;p_ATCG00480.1;p_ATCG00490.1
samp10;Low_DS_CD_4d;2;Low;DS;CD_4d;7,2856521863;8,7043525457;7,4878471879;7,4155217965;8,9432161962;7,0391512168;6,9095172791;7,0133895407;9,0265735589;6,4989260247;6,7988931365;7,3882612282;7,7194914902;8,0269478153;8,5871128467;8,1070314911;8,9623740612;7,0148252968;7,9265781409;6,9759180562;7,6697674296;7,9265228895;7,3810821318;6,5703585543;7,9779134877;7,4065142905;8,0291573389;6,7561091579;8,0028828914;6,9964546308;7,9112518238;7,7401764;7,57644397;7,576230668;7,4358362556;7,0382324056;9,1450802797;7,6763911747;6,9809355481;7,0818005676;8,167366464;7,2042927951;7,6923017946;8,6003274147;7,5375757886;7,9830021863;7,5466778851;7,8958783169;6,8966126002;8,0532725417;7,6432426568;7,4232539131;6,8431563805;6,9389324855;8,1930829613;7,5432306401;7,7370873396;6,5887623232;7,3125513628;8,6118647794;7,8956287339;7,8068645461;8,0199054793;7,9702254424;7,6578299638;7,8708699207;7,0295549643;8,0533758568;7,4959708458;7,8427589981;7,5060944687;7,1813829796;7,7236450245;8,3046510177;7,9775763344;6,99335021;7,7069665272;7,2493613304;8,1225846657;8,1214912079;7,4740198322;7,490629484;7,6844442004;7,5969170466;8,4450208938;8,3886758506;7,1878369452;7,2109304126;6,6893645705;7,4900096546;7,4687051841;8,8832501759;6,9333511738;7,2568238626;8,4748338532;7,8075656275;7,7323992051;8,0867070436;7,630509065;8,0142437618;6,7484078656;7,9112188151;8,4380300624;8,9233515851;8,7550777225;7,9551228639;7,1154594219;6,9188568796;7,2218773635;7,6484991446;7,5100944647;7,4084554906;8,6996188969;7,1855938098;8,0973435756;7,4480436487;7,6468907494;7,8134481468;7,8189485628;7,5837985414;7,3237582371;7,8993115087;8,1780486719;7,9802780439;6,6431198421;7,8228478394;6,6021133504;8,2919316106;7,4010881735;9,3519930212;7,2274573593;8,9374577468;7,4522814244;7,2663542014;7,5639150142;8,7788944774;8,2838320706;8,12041912;8,4950518118;8,7660636337;8,5910570679;7,8996960333;7,2298867917;8,0692558273;7,7840957123;7,1394796354;7,2176528827;8,6003463243;8,4260881205;7,757637836;8,591995037;7,3753344554;8,0007919103;6,9984669275;8,3671433976;8,0446487359;7,3321707137;8,2360821932;7,4800254241;6,2706698544;7,4259334245;8,5396454878;7,1182891275;7,831792501;6,5382439177;8,472595805;7,6442908348;7,7103011728;8,197664707;7,8588769427;6,8694201282;8,2807931848;7,882278603;7,1010672899;6,9410519443;7,3873182836;9,1760504985;7,7587439231;8,3336794196;6,8185631837;7,8523849925;8,9554696047;7,1080077845;7,6273504965;7,9502111509;6,878577021;7,3281088429;7,1278020216;7,7891127272;7,9320957034;8,7136956996;7,6228622844;7,569432635;8,7782529885;8,2246750168;7,8673866647;8,1989797153;7,5703857468;8,6861355034;7,7072659217;7,5157601123;7,7263845953;7,6143533003;6,9619668747;7,9955239063;8,0335504637;8,4762655365;7,2087813277;7,453321555;7,0478923892;8,3371405955;7,508775642;7,857800446;7,7797721216;7,0636189508;7,7864223001;7,4163227431;7,3322709387;7,5504134256;7,9224551668;7,2399316743;7,1643251093;7,6562142424;7,412762512;8,2111928597;8,8514522648;7,3714701514;7,0818449939;8,2362900541;7,5465285166;7,4085053628;6,754469515;9,0816824816;7,8468859573;7,2302230728;7,4678287357;8,6870731676;7,4599766261;6,9354865344;7,5943265612;7,8974265092;7,210321346;7,8476248151;7,247184926;7,3962708475;7,3565075503;8,9687883614;7,9194643689;8,6327841238;7,2919592241;6,8740791179;7,2781641442;7,3943240574;7,3649985948;7,1014018035;7,5536322036;7,7753171017;7,38765966;6,9687212926;8,2297038708
samp48;Low_DS_CD_4d;3;Low;DS;CD_4d;7,5053847629;8,6647623324;7,7433502751;7,3262328335;8,9455006911;7,1941377243;6,8911822043;6,8471618609;9,0527601264;6,3019361717;6,8637730093;7,3965031724;7,8125839409;8,0199803749;8,6292341227;8,2989360926;8,9947205092;6,6290015219;7,8658470433;6,9418140834;7,6985169217;7,8489950389;7,5992459952;6,3902695267;8,1135511213;7,4961575693;7,9765597789;6,9289017196;7,7740903974;7,3107293948;7,7734348349;7,7846096658;7,7671503751;7,4213005835;7,5502510391;7,1616301276;9,0537530467;7,5118969792;6,7612630211;7,1126994101;8,2502940385;7,3019070852;7,7857822658;8,5589482037;7,2014599768;7,8883441407;7,4601746953;7,6110745965;7,3053197498;8,3812413727;7,7111903404;7,4822967096;6,5974745986;6,8193307074;8,1687455754;7,4148904468;7,7906917266;6,6367230845;7,5300905048;8,4785493631;7,2583714271;7,554668009;7,8054418499;8,1291017014;7,5738143142;7,9091483094;6,9813258576;8,1470826648;7,5588439931;8,0017807581;7,5684169325;6,958891232;7,6294219377;8,31649788;7,8233009246;7,2926043158;7,5370352017;7,0747274305;8,1420392091;8,1321467244;7,6469893063;7,4613382355;7,7010625234;7,5980510275;8,4067920686;8,4164881168;7,2787908721;7,3602349741;6,6035653657;7,5196496802;7,562910884;8,7684909032;6,8413032015;7,2371931327;8,4366982724;7,7686055205;7,9271769188;7,6727538709;7,6034437812;7,9555671506;6,7676588225;7,8701892904;7,3960736678;8,9175705227;8,7808481477;7,7382287782;6,993823559;6,818006714;6,7735013656;7,5729602949;7,5943269482;7,3629901153;8,5451486245;7,2773009628;7,9977111689;7,4286698458;7,5370370154;7,8243303409;7,655397994;7,5995157884;7,1434623438;8,108122864;7,9879762587;8,0959763711;7,0146338464;7,8208325788;6,5873509216;8,1755871856;7,5465051056;9,3656610128;7,3341381803;8,9479668623;7,3886566315;7,0294633367;7,3878840445;8,6556375304;8,4200255825;8,0138968938;8,4379073203;8,7856524086;8,5839305313;7,9677414307;7,270470476;8,2853666903;7,2715768401;7,2712966813;7,2750558647;8,5410817333;8,4337962047;7,5882730108;8,715234225;7,4211883729;7,7483380537;6,8901120553;8,5843468844;8,0417046844;7,2998341862;8,1500565792;7,3857808066;6,2016605368;7,4863464439;8,6513859798;7,2516857434;7,8184029538;6,4944819339;8,4591162193;7,6797626272;7,7736596713;8,1609975143;7,8038528996;6,8844194454;8,2655290908;8,0134902862;7,0405040893;6,9695603837;7,2954788476;9,2942382066;7,7030561881;8,7542756524;6,787147884;7,7064976642;7,893807579;6,8506849224;7,6790066456;7,3678064715;6,7929954995;7,3022685086;7,49032792;7,8368608936;7,9650589997;8,1577852003;7,7011934262;7,5635442736;8,8002161267;8,0928830726;7,7766844516;8,2685621512;7,6495261657;8,7077762525;7,7380010724;7,3225597685;7,6198485927;7,7130634546;6,9966396343;7,8654656229;8,0957694104;8,4843700313;6,9263972044;7,3761112978;7,3212896641;8,3202138099;7,4837520586;7,8679921149;7,9057269976;7,0927611308;7,7850744238;7,577792726;7,0328560168;7,634477067;7,8341001975;6,163768581;7,1247380044;7,1748283902;7,1114328534;8,3338187937;9,0735833389;7,3388246232;6,9468511152;8,5347457196;7,4413696844;7,3426630792;6,8466970603;9,0707878036;7,5962980107;7,201173427;7,3185419608;8,5889903139;7,4495607192;6,8653353513;7,4437159828;7,8286741758;7,0815505577;8,2043379892;7,1242763705;7,1734625588;7,1472249615;8,9349796503;7,7445676987;8,6820004742;7,4998465024;6,9121891926;7,3046783929;7,4703973539;7,4116494969;7,201886093;7,6192862371;7,6941924242;6,9698230752;7,0536305123;7,9411807015
samp49;Low_DS_CD_4d;1;Low;DS;CD_4d;7,4761857047;8,6290293618;7,6513197859;7,3527522615;8,8677890609;7,3401435991;7,0405861261;6,9584832761;9,1799829348;6,3694640099;6,9103730184;7,2051362602;7,8262545256;7,8844568158;8,5510001938;8,2551778271;9,0586281431;6,7914644204;7,8338756767;6,7648552646;7,6861629939;7,8048423866;7,6614981388;6,2445399918;8,0978619852;7,596251991;7,9380774885;6,820775385;7,7319825929;7,5639464493;8,0244706369;7,8688554533;7,5690843717;7,5618276442;7,5956469066;6,9837838984;9,1452244217;7,3664863477;6,9998239045;7,0383496327;8,2116121841;7,3733195097;7,8296631342;8,4643421038;7,0827295768;7,866764338;7,4300642783;7,6267534522;7,3335928226;8,3944849218;7,615674614;7,4572508379;6,809057919;6,8737558737;8,0978313674;7,5076300403;7,8136461705;6,5420552089;7,5083700989;8,6256093331;7,4974857491;7,3879285055;7,7936796238;8,1693076971;7,6623026176;7,8913421577;6,9794860536;8,2989708633;7,562524261;8,0119646049;7,6140254382;7,0467605314;7,2510843271;8,3097762292;7,7610061927;7,2570467521;7,5917179166;7,2182233468;8,1435121941;8,255102913;7,6297419788;7,1966919035;7,7716910401;7,7161476151;8,4168438163;8,2833222563;7,1717118646;7,2367398361;6,7705558124;7,6381456611;7,5135540866;8,8544903545;6,9719232282;7,1856257931;8,4489936346;7,7870785979;7,8749646531;7,8638008988;7,7639536465;7,8846044342;6,6039089635;8,0204724743;7,3960736678;8,9520152765;8,738856444;7,8832007573;7,1351562346;6,8999706138;6,9638723425;7,5994417845;7,489690032;7,4984622204;8,6222091791;6,7562244516;7,9268319913;7,3413505111;7,5134656964;7,6938690348;7,7509833202;7,6135762015;7,2940224917;8,0486521953;8,0019531875;8,1121945417;7,1012977196;7,8786449616;6,6948499093;8,2501450027;7,601091871;9,4526752447;7,3651104391;8,9430933751;7,2147399986;6,837575107;7,4597660588;8,8943012908;8,3142016592;8,0022584983;8,5469069263;8,8270675374;8,5033052255;7,8454899493;7,3212185599;8,5229604573;7,3977037652;7,0797360731;7,2481484335;8,5622431553;8,6066883753;7,5637564563;8,8053323999;7,5691005712;7,6554130718;6,8977370502;8,613669472;8,1869106256;7,2328049074;8,1876418213;7,5106126128;6,3832405821;7,3575359471;8,6078478298;7,1509130747;7,9134302767;6,3789892453;8,5278157015;7,6483893172;7,7014136956;8,2610843101;7,6970114475;6,8568043466;8,2558819798;7,9877560864;6,9396484661;6,7908213063;7,3716826252;9,2483813628;7,777236436;8,8010329971;6,8006807131;7,815859053;8,2439133674;6,7847422939;7,7193877426;7,5014711785;6,8167980124;7,2724697189;7,2210149152;7,8759742236;7,9691342075;8,4231492009;7,7481653525;7,4460180392;8,8833595643;8,233644486;7,8574865976;8,2620918137;6,916433264;8,7538992627;7,7085941171;7,2074830065;7,5614894546;7,7463775035;6,8234895455;8,1039400511;8,0702574505;8,6039687111;6,8889621548;7,2841056739;7,2166429777;8,3225518922;7,6317425374;7,9331887073;7,7953344936;7,1180161241;7,9610231787;7,6397785213;6,977612388;7,6794727544;7,7901852045;6,163768581;7,2661984906;7,2593928181;7,584665252;8,2025547735;9,203726808;7,4703500154;6,9664410079;8,5477687636;7,3738799592;7,328573826;6,6699432421;9,1592307642;7,6382747155;7,2405105727;7,4044755289;8,6759271393;7,5870571446;7,0135549762;7,4434949017;7,8204075913;7,1839363271;8,0623629738;7,0157419202;7,2416391367;7,0551855337;8,9618098836;7,77211276;8,6458594807;7,4383819735;7,062642955;7,0056742436;7,2345396897;7,4007545749;7,2218357528;7,6751132068;7,7786211065;7,1263997682;6,8641429388;8,0092528649
samp27;Low_DS_CD_0d;3;Low;DS;CD_0d;7,6555897464;8,6367456547;7,5973677067;7,160814192;8,8557020821;7,2612590496;6,9421205551;6,7275411973;9,022354136;6,3569931048;6,8903347346;6,797760819;7,8126218149;7,9889329876;8,5527491047;8,2509403214;9,0164586698;6,9113968617;7,8263129694;6,9101129292;7,7564153693;7,8730187051;7,4832589474;6,5257996453;8,1074351422;7,5891380676;7,9297122942;6,8101601515;8,0595702335;7,3349713739;7,767188317;7,8239354909;7,6696588132;7,2068867089;7,3659797375;7,0871899309;9,0187854959;7,5284682504;6,7566841142;7,0734423251;8,221834391;7,2471374635;7,7136147899;8,5676577227;7,3256546779;7,9143124767;7,5119965618;7,575650961;6,6313862108;8,3227892208;7,6824264558;7,4713748748;6,7563075262;6,8968232014;8,1918115936;7,4398298892;7,7643469152;6,2148287873;7,3695966848;8,6065814193;7,8136366192;7,6920800887;8,0061173135;7,9215002374;7,5510984961;7,8500053496;6,6176364793;8,289686724;7,5030143905;7,8505304492;7,6113971381;7,166274122;7,5494483362;8,2834794498;7,8526668623;6,9948310101;7,5890802885;7,1739578938;8,1406940504;8,2314145077;7,7078045618;7,1264022029;7,7540849567;7,6441118607;8,4350586692;8,3735004476;7,2641714943;7,3180161373;6,7357554075;7,4626999998;7,59818437;8,8381898497;6,6563812346;7,1925983276;8,3845060763;7,8290713479;7,9079084234;7,89857667;7,6176503761;7,8794238888;7,130450622;8,0632314599;7,5849348396;8,9290046736;8,7845850111;7,5736948942;7,0194229556;6,7811283732;7,0556421273;7,5911375301;7,556021232;7,5191586267;8,5051520933;6,8679996038;8,064127755;7,4750211754;7,5343262898;7,9332363257;7,7853620963;7,6171562959;7,28749425;7,9731310125;7,9786317318;8,0311809557;6,9102220499;7,8124899486;6,6480633863;8,2008125224;7,5921025994;9,4189950452;6,9559515355;8,9777743012;7,8033028049;6,9794822757;7,3237101884;8,5686625637;8,2851348075;8,0088184052;8,4463915085;8,6951239727;8,5817785894;7,8618299343;7,2985918789;8,1343818315;7,7112429647;7,0339318355;7,3257566076;8,4877460095;8,357402684;7,740633636;8,7196302444;7,3826608333;8,0114038733;6,8075240174;8,5879403454;8,0122879018;7,2647844425;7,9864481002;7,1738321154;6,3610950395;7,2290305838;8,6209001241;7,1943010838;7,8921370348;6,6021820597;8,5432971342;7,2649132698;7,7138249576;8,2589105644;7,830617745;6,8993238526;8,2312254506;7,9046007747;7,0295104242;6,9767019979;7,2819743698;8,9718937508;7,7149272462;8,7791036233;6,7925981864;7,9514183098;8,9492940632;6,7832149907;7,6774763514;7,7988031846;6,9130686662;7,3249748252;7,0052579682;7,796629016;7,9065771187;8,3523101103;7,7329100678;7,5808605621;8,7911915951;8,0705948192;7,8321655066;8,3114194296;7,6652605875;8,7355024315;7,6322863035;7,3311241962;7,5444971995;7,6682643493;6,9619578106;8,077676323;8,0500499711;8,371418406;6,9989879469;7,1981756388;7,1593133523;8,2904543544;7,4953598262;7,8661028785;7,7812033804;7,1101550654;7,7012751539;7,363418888;7,1976280812;7,6728288091;7,8483868835;6,8482482181;7,2006878019;7,3992541601;7,471170507;8,3261181595;8,8223559985;7,3129561007;6,9677744349;8,566813769;7,5100478335;7,4441849257;6,6060849498;9,0626937861;7,8789590874;7,1321784671;7,3917591603;8,640339226;7,3187319131;7,0457554036;7,399131656;7,7655293005;7,1786377192;8,0359531096;7,0547304933;7,3031523295;7,160763984;8,8107261118;7,903199635;8,6621902988;7,3749336153;6,8723123376;7,25853415;7,3714036295;7,3487442363;7,2530010391;7,5128435528;7,6602970586;7,1747384739;6,8236972914;8,1032387322
samp34;Low_DS_CD_0d;2;Low;DS;CD_0d;7,3581678725;8,6997809778;7,624723848;7,3632670931;8,9731028814;7,2585470747;6,8757584676;6,784360849;8,7662517346;6,3431936263;6,7994038348;7,3546084046;7,5874662974;8,353371957;8,5362693251;8,1919940465;8,9243336403;6,9899776521;7,8469459943;6,9655077126;7,6291563953;7,872236393;7,6028678779;6,3401457234;8,0730414548;7,6519555564;8,034759159;6,8957426069;8,0937315981;7,1206391212;7,7943431028;7,6733666559;7,6345009802;7,6488111697;7,2872730105;6,992825782;9,180258949;7,5913995708;6,8725082998;7,0408961977;8,2531075226;7,1857398525;7,7132490325;8,5801141848;7,4536679959;7,9178571803;7,4549797471;7,8412090846;7,1580274894;8,1996261848;7,6762219743;7,4144402047;6,6780023607;6,8692849816;8,1190426313;7,512452834;7,8086959421;6,5528377801;7,2176515972;8,4772063591;7,9027827925;7,579599875;7,8808032783;7,8412459464;7,4093990153;7,8815245457;7,0465953455;7,7824589698;7,4242101202;7,915586069;7,5836416037;7,2647038278;7,6285691546;8,2975554416;8,00844451;7,7807517157;7,5989019505;7,1722024;8,2213028871;8,0596503086;7,6283810766;7,4102383823;7,7235748181;7,5900828058;8,4740249253;8,388577979;7,2775800759;7,3056856653;6,7803350574;7,4713895937;7,575969176;8,9774564471;7,0020151474;7,0460794515;8,4824747319;7,7749129204;7,7624066248;7,9254877636;7,5880579884;7,9743454149;6,723425525;8,0037836477;8,2622871996;8,9465068029;8,7772204033;7,9806199587;7,1540059113;6,8067852029;7,045710538;7,5083813185;7,5482585326;7,1827753995;8,7434747435;6,4656158497;8,0334606672;7,2534674526;7,7294304847;7,8061715514;7,6932607385;7,6708434382;7,3012599135;8,0093767471;8,2116707029;7,9839163367;6,8254532428;7,8744756117;6,57826901;8,2071456318;7,6507841012;9,304337422;7,316829789;8,9323299657;7,76159035;7,1271108578;7,6631320674;8,7983375718;8,3639115925;8,0841383602;8,4188761623;8,9109613509;8,6056313275;7,9480096609;7,2908270309;8,1914946111;7,7440848263;7,1208479787;7,0933036418;8,5493644726;8,3772100256;7,7928649536;8,7823868527;7,1971116356;8,0015271121;6,8299924496;8,5601367912;8,0234092579;7,2819979441;8,1549976739;7,4563611291;6,3593663882;7,3597743715;8,6467827451;7,2034636349;7,7548959249;6,5098202474;8,4644922889;7,6938551532;7,7028285067;8,1689291408;7,8723028434;6,865656697;8,2742837072;7,9096155833;7,06188765;6,9949537889;7,374537793;8,9677437049;7,7224161743;8,6424639264;6,8288837971;7,6449281016;8,9711008065;7,0262281074;7,6841388752;7,9164658362;6,8239871828;7,3897009087;7,0005244726;7,8523549345;8,0312706993;8,4386573476;7,8037704682;7,6661128224;8,7740093742;8,2416650976;7,7786334014;8,1809981657;7,4535442779;8,6492488136;7,6362304025;7,4263574962;7,6298495513;7,6566873705;6,9534212269;7,9721450192;8,0948646235;8,5283785259;6,8555404042;7,4173096669;7,196693748;8,2961272096;7,4965710049;7,937510396;7,8014495773;7,1445418166;7,7245192889;7,3547452858;7,2408010481;7,4139865722;7,7994477597;6,6814227923;7,5997868126;7,5836221559;7,1639227324;8,2758908509;8,9561779677;7,3114555905;6,9291101336;8,2747416466;7,6542621658;7,3012994343;6,7559866576;9,0579767644;7,6605460712;7,1733051727;7,5159010312;8,404097524;7,4223462798;7,056511125;7,4323746626;7,8786109176;7,2013606526;7,7414870727;7,0877703407;7,11030594;7,0547352787;8,8631061599;7,9316753152;8,6894435798;7,0974223475;6,9641778112;7,3025223963;7,2753339151;7,455575271;7,230211974;7,5586497499;7,7156873775;7,40018116;6,6940810157;8,1012395034
samp35;Low_DS_CD_0d;1;Low;DS;CD_0d;7,4796471267;8,7149269;7,4556755546;7,4438210395;8,8565439188;7,1874678446;6,9375932799;6,6129059191;8,9203551636;6,4472967036;6,8331607718;7,2211065628;7,395066625;8,2879794214;8,5499588051;8,1928291508;9,0166708925;6,9516873411;7,8641472973;6,9271930015;7,6094401042;7,9752719956;7,35075013;6,4803867793;7,9774851536;7,8258222082;7,9754698802;6,7077040275;8,1583542839;7,0986900412;7,8285266595;7,7717442786;7,5638798166;7,5440385389;7,2248754619;6,8479682328;9,119804292;7,6442903789;6,9168071363;7,1055173616;8,3768912965;7,1935775103;7,6900169494;8,5715663853;7,2862180463;7,9279644434;7,5412866959;7,7916086909;7,8126811387;8,0231788273;7,6010940613;7,5119592222;6,7687495994;6,8819269983;8,0535603571;7,4698320682;7,9194066656;6,995854676;7,433602528;8,4954421113;7,8270763114;7,6792283877;7,5912697058;8,3763413231;7,4511439394;7,7124028246;7,0583448935;8,1487458074;7,5137428081;7,9064572579;7,3803332366;6,8876202675;7,7105753236;8,3320440786;7,880404002;7,1730599661;7,6852778731;7,3844152084;8,1077366848;8,0657923418;7,6618670271;7,4553985798;7,6390800103;7,5982268028;8,5110802604;8,4848507031;7,2227939722;7,098180188;7,134175608;7,4783376676;7,7434278866;8,9415238003;6,8134474885;7,1900958607;8,4010218566;7,8239850964;7,6168614921;8,0292329646;7,6480786527;8,0094346811;6,4630713367;8,0528923148;8,2797025013;9,0338270627;8,8798940571;7,7311116888;7,1176620776;6,8637100233;6,9533078946;7,5361653261;7,502242572;7,1066953883;8,7769558942;6,6208236489;8,0735097181;7,4749219;7,6088278324;7,7791023946;7,6803643816;7,5890630812;7,4139685359;7,9703201756;8,0326423066;7,966519945;6,8851920312;7,9860016577;6,5989058148;8,2205876251;7,6705298971;9,3464086985;7,5301737261;8,9798324894;7,3466838753;7,0183391944;7,4803967978;8,7692049948;8,3065825853;8,0341097297;8,4540177087;8,791751272;8,6368379396;7,9249834499;7,1822188211;8,2799458583;7,766196173;6,8914665608;7,1453813575;8,6179175114;8,3576190223;7,748537972;8,7445343335;7,4251627075;7,7252071431;6,888897542;8,7950105934;8,063908665;7,2535399065;8,240464456;7,8650152718;6,7100007297;7,4987758574;8,6086374016;7,1082785377;7,8148213908;6,4890942612;8,4544601652;7,6053146439;8,0216143889;8,1847104377;7,9152255257;6,8762632147;8,2850751511;7,9890461188;7,0773823946;7,0282307373;7,3521012294;9,4781733007;7,8019410747;8,5581594965;6,7901233363;7,7643872117;8,9805445968;6,7581830897;7,6187423911;8,0035829122;6,8876381111;7,3338994158;6,9332891243;7,7924467472;7,857830701;8,7683996678;7,7309144664;7,5797190095;8,7429127375;8,2356872341;7,8346765617;8,1786693813;7,5557265172;8,7148937635;7,7837464727;7,5078689677;7,5652785772;7,6166039363;6,8864908292;7,9929593625;8,0365549949;8,5001756845;6,9778867625;7,3394013063;7,2314064286;8,2831451073;7,5625032734;7,8811145322;7,8340420748;7,2889459581;7,7846605362;7,2101972508;7,1833678875;7,5723930687;7,7279063365;7,062276104;7,435849974;7,490481473;7,3732327189;8,285987313;9,0117987726;7,2017190146;6,9377788529;8,2141083353;7,5222347716;7,3226625676;6,652371862;9,0228206358;7,7414450029;7,2894648685;7,504650607;8,335730677;7,4523169156;6,9359839289;7,6036104181;7,8178668107;7,1069441191;7,8667097843;7,0628588729;7,3344692087;7,0800120309;8,8607141641;7,887352982;8,7039112009;7,1253945896;6,8484900751;7,1294178888;7,1925423002;7,2318255216;7,1020609277;7,6586361512;7,7507222697;7,4342630792;7,0284016784;8,1692846382
